219.995	60.583	182.035	155.17	214.172	34.9787	233.306	120.994	21.9715	152.451	
216.015	61.4969	178.732	152.795	210.951	37.3682	231.975	119.463	17.9363	152.971	
212.036	62.4108	175.429	150.42	207.729	39.7577	228.377	117.648	13.9011	153.491	
210.046	62.8677	172.127	148.045	204.507	42.1472	224.778	115.833	9.86591	154.011	
206.405	64.5502	168.824	145.67	201.286	44.5367	221.18	114.018	5.83073	154.531	
202.764	66.2328	165.521	143.295	199.675	45.7314	217.582	112.203	1.79555	155.051	
199.123	67.9153	163.87	142.108	197.845	49.3736	213.983	110.389	5.14794	152.395	
195.481	69.5979	162.068	138.536	196.015	53.0157	210.385	108.574	8.50033	149.738	
191.84	71.2804	160.266	134.964	194.185	56.6579	206.787	106.759	11.8527	147.082	
188.199	72.963	158.464	131.392	192.355	60.3001	203.188	104.944	15.2051	144.426	
184.558	74.6455	156.663	127.819	190.524	63.9423	199.59	103.129	18.5575	141.769	
180.917	76.3281	154.861	124.247	188.694	67.5845	195.992	101.314	20.2337	140.441	
177.276	78.0106	153.059	120.675	186.864	71.2266	192.393	99.4993	21.269	136.503	
173.635	79.6932	151.257	117.103	185.034	74.8688	188.795	97.6844	22.3042	132.565	
169.994	81.3757	149.455	113.531	183.449	79.2191	185.196	95.8695	23.3395	128.628	
166.352	83.0583	147.653	109.959	181.864	83.5694	181.598	94.0546	24.3748	124.69	
162.711	84.7408	145.851	106.387	180.279	87.9197	178	92.2397	25.4101	120.752	
159.07	86.4234	144.05	102.814	176.634	86.1939	174.401	90.4248	25.9277	118.783	
155.429	88.1059	142.248	99.2422	172.988	84.4681	170.803	88.6099	27.7049	115.167	
151.788	89.7885	140.446	95.6701	169.343	82.7423	167.205	86.7951	29.4821	111.551	
148.147	91.471	139.545	93.884	165.698	81.0164	163.606	84.9802	31.2593	107.935	
144.506	93.1536	135.77	92.53	162.052	79.2906	160.008	83.1653	33.0366	104.32	
140.865	94.8361	131.995	91.1761	158.407	77.5648	156.41	81.3504	34.8138	100.704	
139.044	95.6774	128.22	89.8221	154.762	75.839	152.811	79.5355	36.591	97.0878	
136.339	92.702	124.445	88.4682	151.116	74.1132	149.213	77.7206	38.3682	93.472	
133.634	89.7267	120.67	87.1142	147.471	72.3874	145.615	75.9058	40.1454	89.8561	
130.929	86.7513	116.895	85.7603	143.826	70.6616	142.016	74.0909	41.9226	86.2403	
128.224	83.776	113.12	84.4063	140.18	68.9358	138.418	72.276	43.6999	82.6244	
125.519	80.8006	110.118	81.652	136.535	67.2099	134.82	70.4611	45.4771	79.0086	
122.814	77.8252	107.116	78.8978	132.89	65.4841	131.221	68.6462	47.2543	75.3927	
120.109	74.8499	104.114	76.1435	129.244	63.7583	127.623	66.8313	49.0315	71.7768	
117.403	71.8745	101.112	73.3892	125.599	62.0325	124.025	65.0164	50.8087	68.161	
114.698	68.8991	98.1101	70.635	121.954	60.3067	120.426	63.2016	52.5859	64.5451	
111.993	65.9238	95.1081	67.8807	118.308	58.5809	116.828	61.3867	54.3632	60.9293	
109.288	62.9484	92.1061	65.1265	114.663	56.8551	113.23	59.5718	56.1404	57.3134	
106.583	59.9731	89.1042	62.3722	111.017	55.1293	109.631	57.7569	57.9176	53.6975	
103.878	56.9977	86.1022	59.6179	107.372	53.4034	106.033	55.942	59.6948	50.0817	
101.173	54.0223	83.1002	56.8637	103.727	51.6776	102.434	54.1271	61.472	46.4658	
98.4679	51.047	80.0982	54.1094	100.081	49.9518	98.8361	52.3122	63.2492	42.85	
95.7629	48.0716	77.0962	51.3551	96.4361	48.226	95.2378	50.4974	65.0264	39.2341	
93.0578	45.0962	74.0943	48.6009	92.7908	46.5002	91.6394	48.6825	66.8037	35.6182	
90.3527	42.1209	71.0923	45.8466	89.1454	44.7744	88.0411	46.8676	68.5809	32.0024	
87.6476	39.1455	68.0903	43.0924	85.5001	43.0486	84.4427	45.0527	70.3581	28.3865	
84.9426	36.1702	65.0883	40.3381	81.8547	41.3228	80.8444	43.2378	71.2467	26.5786	
82.2375	33.1948	62.0863	37.5838	78.2094	39.5969	77.246	41.4229	67.3079	25.5191	
78.3957	31.7813	59.0844	34.8296	74.5641	37.8711	73.6477	39.608	63.3691	24.4596	
74.5538	30.3678	56.0824	32.0753	70.9187	36.1453	70.0493	37.7932	59.4303	23.4001	
70.712	28.9543	53.0804	29.321	67.2734	34.4195	66.451	35.9783	55.4914	22.3406	
66.8702	27.5407	50.0784	26.5668	63.628	32.6937	62.8526	34.1634	51.5526	21.2811	
63.0283	26.1272	47.0764	23.8125	59.9827	30.9679	59.2543	32.3485	47.6138	20.2216	
59.1865	24.7137	44.0745	21.0583	56.3373	29.2421	55.6559	30.5336	45.6444	19.6919	
55.3447	23.3002	41.0725	18.304	52.692	27.5163	52.0576	28.7187	42.7385	16.8542	
51.5028	21.8867	38.0705	15.5497	49.0467	25.7904	48.4592	26.9038	39.8325	14.0165	
47.661	20.4732	36.5695	14.1726	45.4013	24.0646	44.8609	25.089	36.9266	11.1788	
43.8191	19.0597	34.8189	10.5459	41.756	22.3388	41.2625	23.2741	34.0207	8.34105	
39.9773	17.6462	33.0682	6.91929	38.1106	20.613	37.6642	21.4592	31.1148	5.50334	
36.1355	16.2326	31.3176	3.29264	34.4653	18.8872	34.0658	19.6443	29.6618	4.08448	
32.2936	14.8191	27.0349	3.43497	30.82	17.1614	30.4675	17.8294	25.6338	4.10499	
28.4518	13.4056	22.7521	3.5773	27.1746	15.4356	26.8691	16.0145	21.6058	4.1255	
24.61	11.9921	18.4694	3.71963	23.5293	13.7098	23.2708	14.1996	17.5778	4.146	
20.7681	10.5786	14.1867	3.86196	19.8839	11.9839	19.6724	12.3848	13.5498	4.16651	
16.9263	9.16508	9.90397	4.00429	16.2386	10.2581	16.0741	10.5699	9.52186	4.18702	
13.0845	7.75156	5.62124	4.14662	12.5932	8.53231	12.4758	8.75499	5.49387	4.20753	
9.24263	6.33805	0	0	8.94789	6.8065	8.8774	6.94011	0	0	
5.4008	4.92454	0	0	5.30255	5.08069	5.27905	5.12522	0	0	
